Bear,Sex,Age, Date ,General Location,Capture type,Release Site,Handler,Year
824,Male,Adult,7/9/17,"West Goosewing Crk, BTNF",Management,Removed (201710),WYGFD,2017
900,Female,Subadult,7/10/17,"Beauty Crk, BTNF",Research,On site,WYGFD,2017
736,Male,Adult,7/11/17,"West Fork Madison, BDNF",Management,On site,WS,2017
736,Male,Adult,8/21/17,"West Fork Madison, BDNF",Management,Removed (201720),WS,2017
653,Male,Adult,7/12/17,"Henrys Fork, CTNF",Research,On site,IDFG,2017
653,Male,Adult,8/12/17,"Bootjack Crk, CTNF",Research,On site,IDFG,2017
G231,Female,Subadult,7/12/17,"Beauty Crk, BTNF",Research,On site,WYGFD,2017
902,Male,Adult,7/14/17,"Papoose Crk, Pr-MT",Research,On site,IGBST,2017
485,Female,Adult,7/15/17,"Gneiss Crk, YNP",Research,On site,IGBST,2017
903,Female,Adult,7/17/17,"Jesse Crk, CTNF",Research,On site,IDFG,2017
904,Male,Adult,7/19/17,"Green River, BTNF",Management,Transported,WYGFD,2017
904,Male,Adult,9/12/17,"Mosquito Lake, BTNF",Management,Removed (201726),WYGFD,2017
905,Female,Adult,7/20/17,"Beauty Crk, BTNF",Research,On site,WYGFD,2017
825,Male,Adult,7/21/17,"Green River, BTNF",Management,Removed (201712),WYGFD,2017
880,Male,Subadult,7/21/17,"Green River, BTNF",Management,Transported,WYGFD,2017
763,Male,Adult,7/27/17,"Enget Crk, CTNF",Research,On site,IDFG,2017
906,Female,Adult,7/29/17,"East Fork Cream Crk, CGNF",Research,On site,IGBST,2017
907,Female,Subadult,7/31/17,"Meadow Crk, CGNF",Research,On site,IGBST,2017
908,Male,Subadult,7/31/17,"East Fork Cream Crk, CGNF",Research,On site,IGBST,2017
909,Female,Subadult,8/2/17,"East Fork Cream Crk, CGNF",Research,On site,IGBST,2017
G130,Male,Adult,8/2/17,"North Fork Owl Crk, Pr-WY",Management,Removed (201713),WYGFD,2017
910,Male,Subadult,8/4/17,"Eldridge Crk, CGNF",Research,On site,IGBST,2017
866,Male,Subadult,8/5/17,"Gypsum Crk, BTNF",Management,Removed (201716),WYGFD,2017
Unm3,Unk,Yearling,8/7/17,"Henrys Fork, CTNF",Research,On site,IDFG,2017
911,Female,Subadult,8/10/17,"Buck Crk, GNF",Research,On site,IGBST,2017
912,Female,Subadult,8/10/17,"Eldridge Crk, CGNF",Research,On site,IGBST,2017
711,Male,Adult,8/10/17,"Warm River, CTNF",Research,On site,IDFG,2017
Unm4,Male,Yearling,8/10/17,"Camp Crk, SNF",Management,Removed (201718),WYGFD,2017
Unm5,Male,Yearling,8/9/17,"Camp Crk, SNF",Management,Removed (201719),WYGFD,2017
810,Male,Adult,8/11/17,"Greybull River, Pr-WY",Management,Transported,WYGFD,2017
G232,Male,Subadult,8/12/17,"Eldridge Crk, CGNF",Research,On site,IGBST,2017
Unm6,Unk,Yearling,8/12/17,"Meadow Crk, CGNF",Research,On site,IGBST,2017
Unm7,Unk,Yearling,8/12/17,"Meadow Crk, CGNF",Research,On site,IGBST,2017
720,Female,Adult,8/18/17,"Wigwam Crk, CGNF",Management,On site,WS,2017
913,Female,Subadult,8/23/17,"Wyoming Crk, CTNF",Research,On site,IDFG,2017
914,Female,Adult,8/25/17,"Bootjack Crk, CTNF",Research,On site,IDFG,2017
Unm8,Unk,Yearling,8/13/17,"Warm River, CTNF",Research,On site,IDFG,2017
Unm9,Unk,Yearling,8/16/17,"Henrys Fork, CTNF",Research,On site,IDFG,2017
G205,Male,Subadult,9/8/17,"Heart Lake, YNP",Management,Removed (201722),IGBST/YNP,2017
G213,Female,Subadult,9/9/17,"Greybull River, Pr-WY",Management,Removed (201723),WYGFD,2017
915,Female,Adult,9/14/17,"Wagon Crk, BTNF",Management,Transported,WYGFD,2017
Unm10,Male,Subadult,9/24/17,"Green River, BTNF",Management,Removed (201727),WYGFD,2017
394,Male,Adult,9/26/17,"Jasper Crk, YNP",Research,On site,IGBST,2017
916,Male,Adult,9/27/17,"South Fork Shoshone, Pr-WY ",Management,Transported,WYGFD,2017
G233,Female,Yearling,9/30/17,"North Fork Shosone, SNF",Management,On site,WYGFD,2017
917,Male,Adult,9/30/17,"Bull Crk, Pr-WY",Management,Transported,WYGFD,2017
516,Male,Adult,10/2/17,"Oxbow Crk, YNP",Research,On site,YNP,2017
516,Male,Adult,10/12/17,"Jasper Crk, YNP",Research,On site,IGBST,2017
918,Male,Subadult,10/3/17,"North Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2017
704,Male,Adult,10/7/17,"Jasper Crk, YNP",Research,On site,IGBST,2017
919,Female,Subadult,10/17/17,"Pat O'Hara Crk, PrWY",Management,Transported,WYGFD,2017
789,Male,Adult,10/20/17,"Snake River, GTNP",Research,On site,GTNP,2017
772,Male,Adult,10/25/17,"North Fork Shoshone, SNF",Management,On site,WYGFD,2017
Unm11,Female,Subadult,10/25/17,"Aspen Crk, SNF",Management,Removed (201743),WYGFD,2017
542,Male,Adult,11/2/17,"Carter Crk, Pr-WY",Management,Removed (201751),WYGFD,2017
920,Male,Subadult,10/3/17,"North Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2017
839,Male,Adult,4/16/16,"South Fork Shoshone, PrWY",Management,Removed,WYGFD,2016
845,Male,Adult,4/27/16,"Rawhide Crk, Pr-WY",Management,"Trail Crk, SNF",WYGFD,2016
846,Male,Adult,5/5/16,"Brown Crk, Pr-WY",Management,"Pacific Crk, BTNF",WYGFD,2016
846,Male,Adult,5/22/16,"Brown Crk, Pr-WY",Management,Removed,WYGFD,2016
Unm1,Male,Adult,5/6/16,"Pat O'Hara Crk, Pr-WY",Management,Removed,WYGFD,2016
G206,Male,Subadult,5/12/16,"Wind River, Pr-WY",Management,Removed,WYGFD,2016
227,Male,Adult,5/18/16,"Fairy Crk, YNP",Research,On site,IGBST,2016
227,Male,Adult,5/20/16,"Gibbon River, YNP",Research,On site,IGBST,2016
699,Male,Adult,5/19/16,"Brown Crk, Pr-WY",Management,"Flagstaff Crk, BTNF",WYGFD,2016
847,Male,Subadult,5/22/16,"Brown Crk, Pr-WY",Management,"North Fork Shoshone, SNF",WYGFD,2016
814,Male,Adult,5/26/16,"Stephens Crk, YNP",Research,On site,IGBST,2016
848,Female,Adult,5/29/16,"East Fork Wind River, WRIR",Research,On site,WYGFD,2016
769,Male,Adult,6/1/16,"Stephens Crk, YNP",Research,On site,IGBST,2016
849,Male,Adult,6/1/16,"Red Crk, WRIR",Research,On site,WYGFD,2016
849,Male,Adult,6/7/16,"Meadow Crk, WRIR",Research,On site,WYGFD,2016
803,Male,Subadult,6/4/16,"Beaver Crk, WRIR",Research,On site,WYGFD,2016
850,Female,Adult,6/4/16,"Gardner River, YNP",Research,On site,IGBST,2016
733,Male,Adult,6/6/16,"Crow Crk, CTNF",Research,On site,WYGFD,2016
G215,Male,Adult,6/12/16,"Crow Crk, CTNF",Research,On site,WYGFD,2016
851,Female,Subadult,6/13/16,"Crow Crk, CTNF",Research,On site,WYGFD,2016
556,Male,Adult,6/17/16,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
852,Male,Adult,6/19/16,"Pelican Crk, YNP",Research,On site,IGBST,2016
853,Male,Adult,6/20/16,"Monument Bay, YNP",Research,On site,IGBST,2016
854,Male,Adult,6/21/16,"Pelican Crk, YNP",Research,On site,IGBST,2016
427,Male,Adult,6/21/16,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
742,Male,Adult,6/25/16,"Paint Crk, Pr-WY",Management,Removed,WYGFD,2016
855,Male,Adult,7/3/16,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
855,Male,Adult,7/6/16,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
855,Male,Adult,10/6/16,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
856,Male,Adult,7/3/16,"Monument Bay, YNP",Research,On site,IGBST,2016
678,Female,Adult,7/5/16,"Grouse Crk, BTNF",Research,On site,WYGFD,2016
857,Female,Adult,7/6/16,"Horse Crk, Pr-MT",Research,On site,IGBST,2016
857,Female,Adult,8/8/16,"Horse Crk, Pr-MT",Management,On site,WS,2016
858,Male,Adult,7/6/16,"Horse Crk, Pr-MT",Research,On site,IGBST,2016
858,Male,Adult,8/28/16,"Tom Miner, Pr-MT",Management,"Tepee Crk, ST-MT",WS/MTFWP,2016
859,Male,Subadult,7/6/16,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
836,Female,Subadult,7/10/16,"Tepee Crk, BTNF",Management,Removed,WYGFD,2016
843,Male,Subadult,7/10/16,"Wind River, Pr-WY",Management,Removed,WYGFD,2016
844,Male,Subadult,7/10/16,"Wind River, Pr-WY",Management,Removed,WYGFD,2016
807,Male,Adult,7/8/16,"South Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2016
860,Male,Adult,7/12/16,"Horse Crk, Pr-MT",Research,On site,IGBST,2016
861,Female,Subadult,7/12/16,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
755,Female,Adult,7/12/16,"Wagon Crk, BTNF",Management,Removed,WYGFD,2016
819,Male,Subadult,7/13/16,"Blackrock Crk, BTNF",Research,On site,WYGFD,2016
G216,Male,Adult,7/14/16,"Arnica Crk, YNP",Research,On site,IGBST,2016
G216,Male,Adult,7/17/16,"Arnica Crk, YNP",Research,On site,IGBST,2016
G216,Male,Adult,7/18/16,"Bridge Crk, YNP",Research,On site,IGBST,2016
862,Male,Subadult,7/15/16,"Arnica Crk, YNP",Research,On site,IGBST,2016
G217,Male,Subadult,7/15/16,"Grouse Crk, BTNF",Research,On site,WYGFD,2016
338,Male,Adult,7/16/16,"Bridge Crk, YNP",Research,On site,IGBST,2016
749,Female,Adult,7/16/16,"Stephens Crk, YNP",Research,On site,IGBST,2016
506,Male,Adult,7/17/16,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
863,Female,Subadult,7/17/16,"Blackrock Crk, BTNF",Research,On site,WYGFD,2016
864,Female,Subadult,7/18/16,"Arnica Crk, YNP",Research,On site,IGBST,2016
865,Male,Subadult,7/18/16,"Sheridan Crk, CTNF",Research,On site,IDFG,2016
865,Male,Subadult,8/9/16,"Blind Crk, CTNF",Research,On site,IDFG,2016
866,Male,Yearling,7/19/16,"Dago Crk, BTNF",Management,On site,WYGFD,2016
867,Female,Subadult,7/20/16,"South Fork SPread Crk, BTNF",Research,On site,WYGFD,2016
868,Female,Subadult,7/23/16,"Middle Fork Owl Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2016
219,Male,Adult,7/23/16,"Moose Crk, CTNF",Management,Removed,IDFG,2016
785,Male,Adult,8/6/16,"Red Crk, BTNF",Management,Removed,WYGFD,2016
869,Female,Adult,8/7/16,"Colley Crk, CGNF",Research,On site,IGBST,2016
870,Male,Subadult,8/7/16,"Colley Crk, CGNF",Research,On site,IGBST,2016
871,Female,Adult,8/7/16,"Camp Crk, SNF",Management,On site,WYGFD,2016
872,Male,Adult,8/7/16,"Horse Crk, Pr-MT",Management,On site,WS,2016
679,Male,Adult,8/13/16,"Bailey Crk, GTNP",Research,On site,IGBST,2016
Unm2,Unk,Yearling,8/13/16,"Pilgrim Crk, GTNP",Research,On site,IGBST,2016
Unm2,Unk,Yearling,8/16/16,"Pilgrim Crk, GTNP",Research,On site,IGBST,2016
Unm3,Unk,Yearling,8/16/16,"Pilgrim Crk, GTNP",Research,On site,IGBST,2016
Unm3,Unk,Yearling,9/9/16,"Snake River, GTNP",Research,On site,IGBST,2016
765,Male,Adult,8/15/16,"Willow Crk, Pr-WY",Management,Removed,WYGFD,2016
873,Male,Adult,8/17/16,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2016
874,Male,Adult,8/20/16,"Bootjack Crk, CTNF",Research,On site,IDFG,2016
875,Female,Adult,8/20/16,"Soda Fork, BTNF",Research,On site,WYGFD,2016
399,Female,Adult,8/25/16,"Pacific Crk, GTNP",Research,On site,IGBST,2016
676,Female,Adult,8/28/16,"Lime Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
G218,Female,Cub,8/29/16,"Lime Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
G219,Female,Cub,8/29/16,"Lime Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
Unm4,Female,Cub,8/29/16,"Lime Crk, BTNF",Management,Handling mortality,WYGFD,2016
G220,Male,Subadult,8/30/16,"Soda Fork, BTNF",Research,On site,WYGFD,2016
Unm5,Female,Subadult,8/31/16,"Snowshoe Crk, Pr-MT",Management,Removed,WS/MTFWP,2016
876,Female,Subadult,9/1/16,"Fish Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2016
877,Male,Subadult,9/7/16,"South Fork Shoshone, PrWY",Management,"Middle Boone Crk, CTNF",WYGFD,2016
878,Male,Adult,9/9/16,"Tosi Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2016
789,Male,Adult,9/13/16,"Snake River, GTNP",Research,On site,IGBST,2016
879,Male,Subadult,9/13/16,"Horse Crk, Pr-WY",Management,"Deadman Crk, SNF",WYGFD,2016
880,Male,Subadult,9/15/16,"South Fork Shoshone, PrWY",Management,"Blackrock Crk, BTNF",WYGFD,2016
Unm6,Male,Subadult,9/17/16,"Cottonwood Crk, Pr-MT",Management,Removed,MTFWP,2016
G221,Male,Subadult,9/18/16,"Sunlight Crk, Pr-WY",Management,"Grassy Lake, CTNF",WYGFD,2016
881,Male,Adult,9/22/16,"Cascade Crk, YNP",Research,On site,IGBST,2016
394,Male,Adult,9/22/16,"Cascade Crk, YNP",Research,On site,IGBST,2016
799,Female,Adult,9/26/16,"Trout Crk, YNP",Research,On site,IGBST,2016
369,Male,Adult,9/29/16,"Carter Crk, Pr-WY",Management,Removed,WYGFD,2016
829,Male,Adult,9/29/16,"Carter Crk, Pr-WY",Management,Removed,WYGFD,2016
703,Female,Adult,9/30/16,"Sage Crk, BLM-WY",Management,Removed,WYGFD,2016
G222,Male,Subadult,10/4/16,"North Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2016
Unm7,Female,Adult,10/7/16,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm8,Male,Cub,10/7/16,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm9,Male,Cub,10/7/16,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm10,Female,Cub,10/8/16,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2016
Unm11,Male,Adult,10/9/16,"Pat O'Hara Crk, Pr-WY",Management,Removed,WYGFD,2016
882,Male,Adult,10/10/16,"Jasper Crk, YNP",Research,On site,IGBST,2016
883,Female,Subadult,10/10/16,"Flat Mountain Arm, YNP",Research,On site,IGBST,2016
465,Male,Adult,10/15/16,"Bear Crk, Pr-WY",Management,Removed,WYGFD,2016
Unm12,Female,Cub,10/21/16,"Boulder Crk, SNF",Management,Removed,WYGFD,2016
Unm13,Female,Cub,10/21/16,"Boulder Crk, SNF",Management,Removed,WYGFD,2016
Unm14,Female,Cub,10/21/16,"Boulder Crk, SNF",Management,Removed,WYGFD,2016
800,Female,Subadult,11/3/16,"Yellowstone River, Pr-MT",Management,"Tepee Crk, ST-MT",MTFWP,2016
802,Male,Subadult,4/17/15,"Snake River, Pr-WY",Management,"Pilgrim Crk, GTNP",WGFD/GTNP,2015
802,Male,Subadult,5/14/15,"Warm SPrings Crk, Pr-WY",Management,"Glade Crk, JDRMP",WGFD/GTNP,2015
803,Male,Subadult,5/7/15,"Dick Crk, SNF",Research,On site,WYGFD,2015
804,Male,Subadult,5/8/15,"Oxbow Crk, YNP",Research,On site,YNP,2015
805,Male,Subadult,5/13/15,"Pacific Crk, GTNP",Research,On site,IGBST,2015
806,Male,Adult,5/10/15,"South Fork Shoshone River, SNF",Management,"Corral Crk, SNF",WYGFD,2015
807,Male,Adult,5/12/15,"South Fork Shoshone River, SNF",Management,"Corral Crk, SNF",WYGFD,2015
808,Male,Subadult,5/14/15,"owl Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2015
809,Male,Adult,5/13/15,"Greybull River, Pr-WY",Research,On site,WYGFD,2015
810,Male,Adult,5/15/15,"Dick Crk, SNF",Research,On site,WYGFD,2015
G201,Male,Subadult,5/16/15,"Grove Crk, Pr-MT",Management,On site,WS/MTFWP,2015
G202,Male,Adult,5/17/15,"Francs Fork, SNF",Research,On site,WYGFD,2015
811,Male,Adult,5/19/15,"SPread Crk, GTNP",Research,On site,IGBST,2015
812,Male,Adult,5/21/15,"Oxbow Crk, YNP",Research,On site,YNP/IGBST,2015
813,Male,Adult,5/22/15,"Stephens Crk, YNP",Research,On site,IGBST,2015
Unm1,Male,Adult,5/22/15,"Grove Crk, Pr-MT",Management,Removed,WS,2015
Unm2,Male,Adult,5/22/15,"Grove Crk, Pr-MT",Management,Removed,WS,2015
G203,Male,Adult,5/26/15,"Greybull River, Pr-WY",Research,On site,WYGFD,2015
814,Male,Adult,6/3/15,"Stephens Crk, YNP",Research,On site,IGBST,2015
815,Female,Adult,6/10/15,"Gibbon River, YNP",Research,On site,IGBST,2015
816,Male,Adult,6/10/15,"SPread Crk, GTNP",Research,On site,IGBST,2015
G204,Male,Subadult,6/11/15,"Grinnell, SNF",Management,"Middle Bone Crk, CTNF",WYGFD,2015
G205,Male,Subadult,6/11/15,"Grinnell, SNF",Management,"Middle Bone Crk, CTNF",WYGFD,2015
817,Male,Subadult,6/18/15,"Pelican Crk, YNP",Research,On site,IGBST,2015
656,Male,Adult,6/26/15,"Tosi Crk, BTNF",Management,Removed,WYGFD,2015
G206,Male,Subadult,6/27/15,"Wagon Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2015
Unm3,Male,Subadult,6/27/15,"Wind River, Pr-WY",Management,Removed,WYGFD,2015
356,Male,Adult,7/3/15,"Wiggins Fork, Pr-WY",Management,Removed,WYGFD,2015
783,Male,Adult,7/4/15,"Snake River, GTNP",Research,On site,IGBST,2015
783,Male,Adult,9/14/15,"Lizard Crk, GTNP",Research,On site,IGBST,2015
783,Male,Adult,9/15/15,"Lizard Crk, GTNP",Research,On site,IGBST,2015
818,Male,Subadult,7/6/15,"Hominy Crk, CTNF",Research,On site,WYGFD,2015
819,Male,Adult,7/7/15,"Snake River, GTNP",Research,On site,IGBST,2015
719,Male,Adult,7/12/15,"Gypsum Crk, BTNF",Management,Removed,WYGFD,2015
820,Male,Adult,7/19/15,"Pilot Crk, SNF",Research,On site,IGBST,2015
820,Male,Adult,10/22/15,"squaw Crk, Pr-WY",Management,Removed,WYGFD,2015
821,Male,Adult,7/22/15,"Dry Crk, CTNF",Research,On site,WYGFD,2015
821,Male,Adult,9/10/15,"Lizard Crk, GTNP",Research,On site,IGBST,2015
548,Male,Adult,7/22/15,"Horn Crk, BDNF",Management,Removed,WS/MTFWP,2015
822,Female,Adult,7/24/15,"Bear Crk, Pr-MT",Management,Removed,WS/MTFWP,2015
822,Female,Adult,8/5/15,"Pine Crk, GNF",Research,On site,IGBST,2015
822,Female,Adult,10/1/15,"East Fork Fiddle Crk, ST-MT",Management,Removed,WS,2015
Unm4,Male,Subadult,7/24/15,"Bear Crk, Pr-MT",Management,"Tepee Crk, ST-MT",WS/MTFWP,2015
780,Male,Adult,7/25/15,"Gypsum Crk, BTNF",Management,Removed,WYGFD,2015
G207,Female,Subadult,7/25/15,"Muddy Crk, SNF",Management,"Bailey Crk, BTNF",WYGFD,2015
G208,Male,Subadult,7/25/15,"Muddy Crk, SNF",Management,"Bailey Crk, BTNF",WYGFD,2015
824,Male,Subadult,8/2/15,"Tepee Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2015
825,Male,Adult,8/3/15,"Lime Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2015
826,Male,Adult,8/7/15,"Rawhide Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
826,Male,Adult,8/20/15,"Green River, Pr-WY",Management,Removed,WYGFD,2015
728,Female,Adult,8/7/15,"Henrys Fork, CTNF",Research,On site,IDFG,2015
827,Male,Subadult,8/8/15,"Grass Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2015
827,Male,Subadult,9/8/15,"East Fork Wind River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2015
827,Male,Subadult,10/17/15,"Sulphur Crk, BLM-WY",Management,Removed,WYGFD,2015
Unm5,Female,Adult,8/8/15,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm6,Female,Subadult,8/10/15,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm7,Female,Subadult,8/9/15,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm5,Female,Adult,8/8/15,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm6,Female,Subadult,8/10/15,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm7,Female,Subadult,8/9/15,"Yellowstone River, YNP",Management,Removed,YNP,2015
Unm8,Female,Subadult,8/8/15,"Crooked Crk, Pr-WY",Management,Removed,WYGFD,2015
Unm9,Male,Adult,8/11/15,"Sheridan Crk, SNF",Management,Removed,WYGFD,2015
658,Female,Adult,8/13/15,"Dry Crk, Pr-WY",Management,Removed,WYGFD,2015
828,Male,Adult,8/15/15,"Bootjack Crk, CTNF",Research,On site,IDFG,2015
G209,Female,Subadult,8/20/15,"Sheep Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2015
829,Male,Adult,8/21/15,"Dry Crk, Pr-WY",Management,"Dailey Crk, BTNF",WYGFD,2015
830,Male,Adult,8/21/15,"Ellis Crk, Pr-MT",Management,On site,WS/MTFWP,2015
Unm10,Male,Adult,8/24/15,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2015
479,Male,Adult,8/24/15,"Elk Crk, Pr-ID",Management,Removed,IDFG,2015
831,Female,Adult,8/25/15,"Plateau Crk, BTNF",Research,On site,WYGFD,2015
832,Male,Subadult,8/29/15,"Wagon, Crk, BTNF",Management,"North Fork Shoshone, SNF",WYGFD,2015
832,Male,Subadult,9/19/15,"Tosi Crk, Pr-WY",Management,Removed,WYGFD,2015
211,Male,Adult,8/31/15,"Antelope Crk, YNP",Research,On site,IGBST,2015
833,Female,Adult,9/1/15,"North Fork Shoshone, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2015
834,Male,Adult,9/2/15,"North Fork Shoshone, Pr-WY",Management,"Painter Gulch, SNF",WYGFD,2015
835,Female,Adult,9/3/15,"North Fork Shoshone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
835,Female,Adult,10/8/15,"Falls River, Pr-ID",Management,Removed,IDFG,2015
843,Male,Subadult,9/3/15,"North Fork Shoshone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
843,Male,Subadult,10/8/15,"Falls River, Pr-ID",Management,"Snow Crk, CTNF",IDFG,2015
844,Male,Subadult,9/3/15,"North Fork Shoshone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
844,Male,Subadult,10/8/15,"Falls River, Pr-ID",Management,"Snow Crk, CTNF",IDFG,2015
836,Female,Subadult,9/6/15,"Tepee Crk, BNTF",Management,"North Fork Shoshone, SNF",WYGFD,2015
837,Male,Subadult,9/9/15,"Skull Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2015
837,Male,Subadult,9/23/15,"Golf Crk, SNF",Management,Removed,WYGFD,2015
Unm11,Male,Subadult,9/10/15,"Henrys Lake Outlet, ST-ID",Management,Removed,IDFG,2015
439,Female,Adult,9/10/15,"Dago Crk, BTNF",Management,"Russel Crk, SNF",WYGFD,2015
G212,Male,Subadult,9/10/15,"Dago Crk, BTNF",Management,"Russel Crk, SNF",WYGFD,2015
798,Male,Adult,9/11/15,"SPring Crk, Pr-WY",Management,"North Fork Shoshone, SNF",WTGF,2015
Unm12,Female,Subadult,9/11/15,"Dago Crk, BTNF",Management,Handling mortality,WYGFD,2015
838,Male,Adult,9/11/15,"Lizard Crk, GTNP",Research,On site,IGBST,2015
679,Male,Adult,9/12/15,"Bailey Crk, GTNP",Research,On site,IGBST,2015
299,Male,Adult,9/12/15,"Coyote Crk, YNP",Research,On site,IGBST,2015
839,Male,Adult,9/13/15,"South Fork Shoshone, Pr-WY",Management,"Wind River, SNF",WYGFD,2015
747,Female,Adult,9/16/16,"Clint Crk, SNF",Management,"North Fork Shoshone, SNF",WYGFD,2015
773,Female,Adult,9/21/15,"South Fork Shoshone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2015
840,Male,Subadult,9/25/15,"Wagon Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2015
787,Male,Subadult,9/25/15,"Wagon Crk, BTNF",Management,Removed,WYGFD,2015
841,Male,Subadult,9/26/15,"Crow Crk, BNFT",Management,"Fox Crk, SNF",WYGFD,2015
Unm13,Male,Subadult,10/6/15,"Greybull River, Pr-WY",Management,Removed,WYGFD,2015
842,Male,Adult,10/7/15,"Jasper Crk, YNP",Research,On site,IGBST,2015
842,Male,Adult,10/13/15,"Jasper Crk, YNP",Research,On site,IGBST,2015
704,Male,Adult,10/8/15,"Jasper Crk, YNP",Research,On site,IGBST,2015
704,Male,Adult,10/10/15,"Jasper Crk, YNP",Research,On site,IGBST,2015
213,Female,Adult,10/17/15,"Taylor's Fork, Pr-MT",Management,Removed,MTFWP,2015
Unm14,Female,Subadult,10/18/15,"Taylor's Fork, Pr-MT",Management,Removed,MTFWP,2015
Unm15,Female,Subadult,10/18/15,"Taylor's Fork, Pr-MT",Management,Removed,MTFWP,2015
743,Female,Adult,10/28/15,"sPring Crk, BLM-WY",Management,"Split Rock Crk, BTNF",WYGFD,2015
G213,Female,Subadult,10/30/15,"sPring Crk, BLM-WY",Management,"Split Rock Crk, BTNF",WYGFD,2015
G214,Female,Subadult,10/30/15,"sPring Crk, BLM-WY",Management,"Split Rock Crk, BTNF",WYGFD,2015
369,Male,Adult,5/7/14,"Cougar Crk, SNF",Research,On site,WYGFD,2014
369,Male,Adult,5/18/14,"Elk Fork, SNF",Research,On site,WYGFD,2014
772,Male,Adult,5/11/14,"Elk Fork, SNF",Research,On site,WYGFD,2014
773,Female,Adult,5/11/14,"Cougar Crk, SNF",Research,On site,WYGFD,2014
683,Male,Adult,5/14/14,"Tom Miner, Pr-MT",Management,Removed,MTFWP,2014
644,Male,Adult,5/15/14,"North Fork Shoshone River, SNF",Research,On site,WYGFD,2014
774,Male,Adult,5/17/14,"North Fork Shoshone River, SNF",Research,On site,WYGFD,2014
775,Male,Adult,5/19/14,"owl Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2014
G194,Male,Adult,5/22/14,"North Fork Shoshone River, SNF",Research,On site,WYGFD,2014
G195,Male,Adult,5/23/14,"North Fork Shoshone River, SNF",Research,On site,WYGFD,2014
776,Male,Adult,6/5/14,"Papoose Crk, Pr-MT",Research,On site,IGBST,2014
777,Male,Subadult,6/5/14,"Papoose Crk, Pr-MT",Research,On site,IGBST,2014
778,Male,Adult,6/7/14,"Sunlight Crk, SNF",Research,On site,WYGFD,2014
Unm1,Female,Subadult,6/8/14,"sPread Crk, GTNP",Research,On site,IGBST,2014
G196,Male,Subadult,6/9/14,"Deadman Crk, SNF",Research,On site,WYGFD,2014
G196,Male,Subadult,6/11/14,"Reef Crk, SNF",Research,On site,WYGFD,2014
761,Male,Adult,6/11/14,"Papoose Crk, Pr-MT",Research,On site,IGBST,2014
779,Female,Subadult,6/12/14,"Reef Crk, SNF",Research,On site,WYGFD,2014
760,Male,Subadult,6/25/14,"Pacific Crk, GTNP",Research,On site,IGBST,2014
760,Male,Subadult,10/10/14,"Lake Crk, Pr-WY",Management,"North Fork Shoshone, SNF",WYGFD,2014
